ncohort,utype,rtype,bd.sel,od.sel,bd.pts,od.pts,earlystop,overdose,poorall,ov.sel,V2,efftarget,toxtarget
12,1,1,40.7639999999991,57.4720000000005,33.2649999999984,49.0866666666658,1.62,2.50283333333335,49.9560000000005,0.624,utpi,0.1,0.2
18,1,1,43.6179999999993,60.5260000000005,36.307333333333,52.541222222223,2.202,2.13311111111114,48.5680000000003,0.418,utpi,0.1,0.2
12,2,1,40.5259999999994,54.5820000000008,33.0121666666648,45.7521666666667,1.66,2.64616666666668,52.5140000000005,1.132,utpi,0.1,0.2
18,2,1,42.7459999999992,57.4400000000009,35.8248888888885,49.5344444444462,2.028,2.40033333333338,50.7460000000001,0.898,utpi,0.1,0.2
12,1,1,41.1239999999992,57.916,33.1911666666648,49.2151666666655,1.818,3.34850000000004,50.0139999999995,0.686,boinet,0.1,0.2
18,1,1,43.6839999999991,60.9379999999998,36.2974444444442,52.8875555555559,2.37,2.84911111111117,47.3279999999991,0.356,boinet,0.1,0.2
12,2,1,41.0839999999997,55.9540000000005,32.9263333333315,47.1496666666668,1.736,3.48350000000004,50.1819999999995,1.366,boinet,0.1,0.2
18,2,1,43.0579999999996,58.7460000000007,35.5328888888884,50.6418888888904,2.346,2.90055555555562,48.183999999999,0.926,boinet,0.1,0.2
12,1,1,42.3339999999996,61.9899999999983,28.2531666666643,48.0869999999982,1.582,8.58633333333339,58.8379999999987,0.942,tepi,0.1,0.2
18,1,1,43.6979999999996,63.8319999999984,31.0836666666646,51.1416666666655,1.886,7.51766666666695,55.4199999999987,0.568,tepi,0.1,0.2
12,2,1,42.5760000000001,61.4879999999991,29.3274999999977,51.9368333333321,1.58,8.93283333333337,56.5519999999986,1.83799999999999,tepi,0.1,0.2
18,2,1,43.9419999999998,63.2399999999993,32.0607777777757,55.9737777777775,1.976,7.6968888888892,53.7279999999987,1.022,tepi,0.1,0.2
12,1,1,40.8099999999991,58.4560000000003,31.5996666666652,47.524666666666,1.912,2.61566666666671,46.2480000000006,0.846,boin12,0.1,0.2
18,1,1,44.1339999999989,62.8700000000004,34.3687777777781,51.0554444444447,2.388,2.3283333333334,42.7260000000002,0.68,boin12,0.1,0.2
12,2,1,40.9279999999997,57.5780000000005,31.2418333333321,45.2976666666669,1.81,3.38316666666673,45.2560000000004,1.74999999999999,boin12,0.1,0.2
18,2,1,44.2819999999994,62.3600000000007,34.0348888888889,48.9632222222231,2.374,3.00644444444455,40.5360000000002,1.364,boin12,0.1,0.2
12,1,1,41.4819999999996,58.7679999999989,33.5984999999977,50.571166666665,2.622,4.21716666666672,51.3759999999984,0.698,ji3,0.1,0.2
18,1,1,43.2279999999993,61.1019999999991,35.9139999999993,53.1060000000002,2.97,3.75200000000009,50.8579999999985,0.326,ji3,0.1,0.2
12,2,1,41.008,57.022,33.6929999999978,49.7251666666663,2.512,4.4533333333334,50.9739999999984,1.41,ji3,0.1,0.2
18,2,1,42.3339999999999,58.67,35.7128888888883,52.5120000000015,3.016,3.95788888888898,50.5219999999985,0.85,ji3,0.1,0.2
12,1,1,38.9659999999993,55.5739999999999,31.4899999999981,46.9321666666653,3.008,2.48516666666669,53.7839999999996,0.542,printe,0.1,0.2
18,1,1,41.6259999999991,58.5579999999999,33.8525555555552,49.4944444444446,3.562,2.26244444444448,52.5439999999991,0.34,printe,0.1,0.2
12,2,1,39.0499999999997,53.4900000000005,31.7511666666648,45.1878333333332,2.906,2.60016666666669,53.4119999999998,1.184,printe,0.1,0.2
18,2,1,40.8359999999998,56.0660000000005,33.7219999999997,48.2631111111126,3.556,2.32522222222226,52.6339999999989,0.832,printe,0.1,0.2
12,1,1,41.2579999999991,58.2720000000003,33.2086666666649,49.3523333333325,1.808,2.76016666666669,49.1080000000003,0.628,stein,0.1,0.2
18,1,1,44.0939999999992,61.3620000000003,36.1405555555552,52.6784444444453,2.684,2.30611111111115,45.0300000000001,0.392,stein,0.1,0.2
12,2,1,41.0219999999995,55.4860000000008,33.0263333333316,46.1063333333336,1.788,2.85850000000002,49.5900000000002,1.328,stein,0.1,0.2
18,2,1,43.0619999999993,58.0140000000009,34.9481111111108,48.2801111111128,2.618,2.38577777777782,46.5380000000002,0.912,stein,0.1,0.2
12,1,1,43.8499999999992,59.2559999999993,35.4144999999983,51.5364999999988,1.238,4.48033333333338,42.1720000000001,0.882,utpi,0.1,0.3
18,1,1,46.4679999999992,62.8679999999995,38.5511111111106,54.8554444444448,1.476,3.51955555555566,43.7379999999997,0.562,utpi,0.1,0.3
12,2,1,42.6639999999996,58.7200000000003,34.7963333333312,50.8753333333332,1.192,4.71733333333341,49.1019999999992,1.78999999999999,utpi,0.1,0.3
18,2,1,44.9959999999993,61.1460000000005,38.0125555555552,54.1468888888907,1.592,3.8640000000001,47.5059999999992,1.31,utpi,0.1,0.3
12,1,1,43.3159999999992,58.5159999999991,35.5218333333312,51.3631666666649,1.268,4.95850000000005,48.7739999999989,0.724,boinet,0.1,0.3
18,1,1,45.7219999999991,61.2779999999991,38.453333333333,54.1591111111111,1.612,4.20233333333344,47.0339999999992,0.43,boinet,0.1,0.3
12,2,1,42.6859999999998,58.3700000000001,35.0326666666646,51.4783333333332,1.26,5.38616666666672,48.7819999999989,2.03599999999999,boinet,0.1,0.3
18,2,1,44.6459999999996,61.454,37.6833333333329,55.2444444444463,1.696,4.41477777777789,47.2979999999992,1.354,boinet,0.1,0.3
12,1,1,43.1519999999993,59.779999999998,28.0749999999979,44.1964999999981,1.396,7.24616666666668,55.1819999999979,0.978,tepi,0.1,0.3
18,1,1,44.8099999999992,62.2479999999982,30.6386666666646,46.8036666666657,1.788,6.84966666666687,56.5319999999986,0.558,tepi,0.1,0.3
12,2,1,42.7880000000001,61.1999999999993,29.1821666666646,50.6704999999986,1.502,7.27233333333335,53.0139999999982,2.19799999999999,tepi,0.1,0.3
18,2,1,45.0899999999996,64.1399999999994,32.3633333333312,55.4997777777778,1.78,6.91577777777798,53.6659999999989,1.462,tepi,0.1,0.3
12,1,1,44.0199999999991,59.9819999999991,34.4109999999981,50.3309999999988,1.306,4.1380000000001,41.9979999999997,0.998,boin12,0.1,0.3
18,1,1,47.2379999999988,64.0759999999997,37.1585555555553,53.3562222222222,1.78,3.31444444444456,39.3099999999996,0.744,boin12,0.1,0.3
12,2,1,43.8859999999998,62.6699999999998,33.481499999998,50.683833333333,1.268,5.48750000000007,41.4979999999998,2.59999999999998,boin12,0.1,0.3
18,2,1,47.0459999999992,66.0940000000004,36.5095555555549,53.3563333333341,1.748,4.36900000000017,37.5220000000001,2.09399999999999,boin12,0.1,0.3
12,1,1,43.4339999999993,59.1919999999987,35.0109999999978,51.1784999999982,1.02,6.22533333333336,49.2479999999988,0.766,ji3,0.1,0.3
18,1,1,45.3639999999992,61.6819999999987,37.4928888888882,53.8316666666664,1.228,5.5155555555557,48.327999999999,0.494,ji3,0.1,0.3
12,2,1,43.1519999999999,59.8479999999996,34.9036666666646,52.4686666666666,1.134,6.62483333333337,48.7299999999989,2.07799999999999,ji3,0.1,0.3
18,2,1,44.7039999999997,62.0359999999996,37.2409999999992,56.0111111111127,1.38,5.88966666666683,47.879999999999,1.366,ji3,0.1,0.3
12,1,1,42.5119999999991,57.9139999999994,33.5278333333313,47.9438333333315,1.388,3.52950000000004,51.1299999999988,0.688,printe,0.1,0.3
18,1,1,44.475999999999,60.4899999999993,36.0296666666662,50.7391111111108,1.67,3.24366666666672,49.9099999999986,0.402,printe,0.1,0.3
12,2,1,41.9339999999998,57.7480000000002,33.5634999999981,48.4713333333333,1.498,3.6541666666667,50.7219999999987,1.92199999999999,printe,0.1,0.3
18,2,1,44.1719999999997,60.8000000000001,36.2088888888883,52.5510000000018,1.788,3.44755555555561,49.0999999999988,1.312,printe,0.1,0.3
12,1,1,42.6279999999992,57.762,34.2449999999982,48.6299999999988,1.468,2.64283333333334,48.3980000000004,0.684,stein,0.1,0.3
18,1,1,45.2719999999993,61.008,37.1527777777775,52.0991111111116,2.028,2.26133333333336,44.9320000000002,0.432,stein,0.1,0.3
12,2,1,41.8219999999994,56.6000000000008,33.5663333333317,46.6556666666669,1.578,2.65633333333334,49.3000000000003,1.67199999999999,stein,0.1,0.3
18,2,1,44.4859999999992,59.8300000000009,36.1721111111108,49.7863333333352,2.028,2.33422222222225,46.058,1.314,stein,0.1,0.3
12,1,1,44.6319999999993,58.9839999999993,35.1329999999985,49.5226666666655,1.278,3.57566666666673,41.228,0.856,utpi,0.1,0.4
18,1,1,47.9139999999994,62.4279999999996,38.3632222222217,52.8160000000002,1.6,2.91233333333339,42.5579999999998,0.576,utpi,0.1,0.4
12,2,1,43.0419999999995,58.6120000000006,34.6498333333313,49.3665,1.234,3.63783333333339,50.1599999999998,2.02399999999999,utpi,0.1,0.4
18,2,1,44.8599999999993,61.0520000000004,37.2129999999996,52.7728888888908,1.524,3.23066666666674,48.1439999999996,1.51599999999999,utpi,0.1,0.4
12,1,1,43.5579999999994,57.7039999999992,35.145499999998,49.0961666666647,1.278,3.95866666666672,49.057999999999,0.708,boinet,0.1,0.4
18,1,1,45.8699999999992,60.287999999999,37.9918888888887,51.9144444444444,1.632,3.73755555555564,47.4899999999991,0.478,boinet,0.1,0.4
12,2,1,42.8099999999998,58.858,34.5756666666646,50.3116666666667,1.348,4.34850000000006,49.0319999999988,2.32799999999998,boinet,0.1,0.4
18,2,1,44.9559999999996,61.7259999999998,37.2831111111107,53.9536666666686,1.714,3.90611111111119,47.4599999999991,1.65799999999999,boinet,0.1,0.4
12,1,1,41.8939999999991,56.7179999999991,27.2173333333315,40.6374999999981,1.448,4.81550000000002,55.7619999999975,0.658,tepi,0.1,0.4
18,1,1,45.5359999999989,60.5199999999984,30.0072222222202,43.315888888888,1.752,5.14144444444455,53.771999999998,0.414,tepi,0.1,0.4
12,2,1,41.7299999999998,59.3000000000001,28.8781666666648,48.2041666666654,1.448,4.73316666666669,52.9879999999981,2.13599999999999,tepi,0.1,0.4
18,2,1,45.2939999999996,63.4739999999997,31.8659999999982,53.2553333333337,1.834,5.290888888889,50.3539999999986,1.584,tepi,0.1,0.4
12,1,1,43.3719999999993,58.0479999999996,33.2136666666651,47.1544999999988,1.334,3.01616666666672,44.102,1.062,boin12,0.1,0.4
18,1,1,47.1739999999993,62.1339999999999,36.2820000000003,50.3886666666666,1.88,2.49977777777785,40.9219999999999,0.766,boin12,0.1,0.4
12,2,1,43.8159999999997,62.018,32.990666666665,48.8256666666667,1.432,4.19900000000011,43.6140000000001,2.78799999999997,boin12,0.1,0.4
18,2,1,46.6979999999993,65.6040000000003,35.8585555555553,51.8170000000009,1.742,3.60277777777791,38.5499999999999,2.20399999999999,boin12,0.1,0.4
12,1,1,44.6159999999992,58.7299999999986,34.8371666666646,49.5238333333315,1.078,5.90666666666669,48.8279999999989,0.772,ji3,0.1,0.4
18,1,1,46.627999999999,61.1259999999984,37.433555555555,52.0102222222221,1.322,5.51144444444457,47.1679999999992,0.48,ji3,0.1,0.4
12,2,1,43.8719999999999,60.8899999999991,34.5526666666646,52.2655,1.16,6.64083333333334,48.077999999999,2.69599999999997,ji3,0.1,0.4
18,2,1,45.7179999999995,62.8739999999994,36.9933333333327,55.5524444444464,1.404,6.09555555555569,46.3059999999994,1.79399999999999,ji3,0.1,0.4
12,1,1,43.7639999999993,57.817999999999,34.521999999998,48.3161666666647,1.206,4.3251666666667,49.9319999999986,0.688,printe,0.1,0.4
18,1,1,46.3279999999991,60.6379999999989,37.2899999999996,50.9387777777776,1.424,4.07311111111118,47.845999999999,0.444,printe,0.1,0.4
12,2,1,42.9219999999999,59.4179999999997,34.154999999998,50.3351666666666,1.268,4.90500000000004,49.5219999999987,2.41199999999998,printe,0.1,0.4
18,2,1,45.0159999999996,61.8199999999996,36.6746666666662,53.7630000000018,1.566,4.42766666666675,47.4399999999991,1.71799999999999,printe,0.1,0.4
12,1,1,44.1739999999994,58.1639999999995,35.4254999999981,49.2269999999984,1.27,3.29216666666671,47.1520000000001,0.68,stein,0.1,0.4
18,1,1,46.8999999999993,61.2579999999996,38.7619999999998,52.6044444444449,1.818,2.84011111111116,42.862,0.468,stein,0.1,0.4
12,2,1,43.1159999999995,58.7640000000005,34.3371666666649,48.8775000000002,1.32,3.64866666666671,47.978,2.23399999999998,stein,0.1,0.4
18,2,1,45.4699999999993,61.3400000000003,36.8126666666664,51.3993333333352,1.922,2.99933333333339,44.2619999999999,1.70999999999999,stein,0.1,0.4
12,1,1,42.0779999999994,57.5280000000007,34.8516666666648,49.140666666666,3.122,1.94216666666666,49.9280000000003,0.522,utpi,0.2,0.2
18,1,1,44.9139999999993,61.0180000000008,37.8328888888888,52.76288888889,3.958,1.73944444444446,48.4600000000003,0.36,utpi,0.2,0.2
12,2,1,41.2719999999992,54.5560000000011,34.0954999999981,45.8195000000003,2.81,2.203,52.4300000000006,1.016,utpi,0.2,0.2
18,2,1,43.635999999999,57.4960000000012,36.8168888888886,49.4593333333353,3.558,1.87233333333336,50.6640000000001,0.632,utpi,0.2,0.2
12,1,1,42.2279999999992,58.1720000000004,34.9631666666646,49.8781666666658,3.108,2.43950000000001,49.6459999999999,0.522,boinet,0.2,0.2
18,1,1,44.7659999999992,60.9280000000003,38.0699999999997,53.2605555555564,4.122,2.1306666666667,46.9699999999997,0.348,boinet,0.2,0.2
12,2,1,41.9699999999995,56.1160000000008,34.2631666666647,46.7680000000001,3.12,2.50883333333334,50.5559999999999,1.078,boinet,0.2,0.2
18,2,1,44.1459999999993,58.7200000000007,37.1219999999996,50.3434444444462,4.088,2.1706666666667,48.1059999999995,0.698,boinet,0.2,0.2
12,1,1,42.7599999999996,61.9859999999984,28.236833333331,47.3473333333316,2.626,8.55700000000006,58.663999999999,0.972,tepi,0.2,0.2
18,1,1,44.7819999999994,64.3859999999989,31.084999999998,50.3613333333322,3.308,7.51166666666696,55.2499999999991,0.476,tepi,0.2,0.2
12,2,1,43.4699999999999,62.4979999999992,29.1129999999976,51.7044999999986,2.608,8.90266666666671,57.031999999999,1.81599999999999,tepi,0.2,0.2
18,2,1,44.6519999999997,64.5279999999993,31.9313333333314,56.1451111111106,3.17,7.63333333333365,53.611999999999,0.934,tepi,0.2,0.2
12,1,1,41.695999999999,58.6080000000004,32.4761666666653,47.4521666666662,3.914,2.39550000000002,45.2280000000005,0.8,boin12,0.2,0.2
18,1,1,45.4479999999988,63.2600000000006,35.6151111111117,51.2610000000004,5.376,2.14966666666673,41.8800000000002,0.602000000000001,boin12,0.2,0.2
12,2,1,42.0619999999995,58.9140000000004,32.0126666666652,46.1181666666668,3.502,3.16366666666672,43.6500000000005,1.61199999999999,boin12,0.2,0.2
18,2,1,45.4059999999994,63.4100000000007,35.1035555555555,50.0654444444452,4.594,2.83766666666676,39.862,1.212,boin12,0.2,0.2
12,1,1,42.7799999999993,59.4579999999996,35.614333333331,51.237833333332,3.498,3.28250000000003,49.4539999999988,0.564,ji3,0.2,0.2
18,1,1,44.1099999999992,61.1659999999995,37.9949999999996,54.1750000000008,4.398,2.92766666666672,48.4779999999989,0.32,ji3,0.2,0.2
12,2,1,42.6239999999997,57.2820000000004,35.1618333333311,49.0131666666664,3.534,3.36783333333337,50.1399999999986,1.178,ji3,0.2,0.2
18,2,1,43.6719999999997,59.196,37.1958888888885,52.1535555555573,4.376,2.9984444444445,49.2379999999988,0.822,ji3,0.2,0.2
12,1,1,40.2039999999992,55.5480000000004,33.2416666666647,47.0959999999991,5.21,1.842,53.0440000000002,0.424,printe,0.2,0.2
18,1,1,42.5199999999993,58.1320000000003,35.8187777777776,50.197222222223,6.332,1.64400000000002,51.0579999999995,0.266,printe,0.2,0.2
12,2,1,40.0839999999994,53.3720000000007,32.928999999998,44.4525000000001,5.044,1.87383333333333,53.7040000000003,0.97,printe,0.2,0.2
18,2,1,41.5339999999996,55.5420000000006,34.5795555555553,47.3301111111128,5.97,1.7017777777778,52.6739999999994,0.74,printe,0.2,0.2
12,1,1,41.9139999999992,57.8080000000007,34.8526666666647,49.403666666666,4.222,2.01983333333333,49.7140000000003,0.512000000000001,stein,0.2,0.2
18,1,1,44.0599999999994,60.2140000000005,37.4429999999999,52.4382222222234,6.128,1.74866666666668,46.5040000000001,0.362,stein,0.2,0.2
12,2,1,41.7319999999992,54.918000000001,34.2506666666648,45.7470000000003,3.976,2.07316666666666,50.8640000000003,0.984,stein,0.2,0.2
18,2,1,42.9619999999992,56.816000000001,36.1157777777776,48.2766666666687,5.682,1.73844444444446,48.4820000000001,0.72,stein,0.2,0.2
12,1,1,45.4099999999992,60.1119999999996,37.3051666666648,52.0716666666654,1.936,3.67466666666671,42.436,0.63,utpi,0.2,0.3
18,1,1,48.1359999999992,63.3979999999999,40.5017777777774,55.5495555555564,2.54,2.98877777777784,43.1079999999996,0.408,utpi,0.2,0.3
12,2,1,43.8119999999994,58.7720000000007,36.6008333333311,50.8316666666667,1.81,3.80083333333339,48.3539999999995,1.482,utpi,0.2,0.3
18,2,1,46.0379999999991,61.2940000000005,39.3835555555553,54.0877777777799,2.284,3.16666666666673,47.2899999999995,1.054,utpi,0.2,0.3
12,1,1,44.1979999999993,58.7239999999994,37.636833333331,52.258166666665,2.224,3.89283333333339,47.5899999999991,0.588,boinet,0.2,0.3
18,1,1,46.5079999999992,61.2919999999993,40.5662222222221,55.3864444444451,2.774,3.4104444444445,45.9039999999994,0.36,boinet,0.2,0.3
12,2,1,43.6359999999995,58.7560000000003,36.5441666666644,51.1518333333332,2.116,4.07500000000006,48.8739999999989,1.64199999999999,boinet,0.2,0.3
18,2,1,45.8019999999994,61.8000000000001,39.3361111111109,54.9186666666689,2.748,3.38655555555562,46.9319999999992,1.092,boinet,0.2,0.3
12,1,1,43.5379999999993,59.4399999999982,27.8808333333311,43.2701666666649,2.548,7.22916666666668,55.0839999999981,0.91,tepi,0.2,0.3
18,1,1,45.6419999999991,62.0779999999984,30.5212222222203,46.08211111111,3.312,6.90100000000022,55.8539999999989,0.538,tepi,0.2,0.3
12,2,1,43.8279999999999,62.4499999999996,28.8796666666645,50.3719999999985,2.456,7.28516666666671,53.1519999999984,2.01399999999999,tepi,0.2,0.3
18,2,1,46.0619999999994,65.2159999999995,31.9542222222202,55.1983333333331,3.042,6.95988888888912,53.4919999999992,1.432,tepi,0.2,0.3
12,1,1,44.969999999999,60.7499999999993,35.5106666666647,50.7191666666656,2.126,3.78916666666675,40.9299999999997,0.848,boin12,0.2,0.3
18,1,1,48.8479999999988,64.83,38.7304444444444,53.7733333333335,3.448,3.12255555555566,37.4819999999996,0.664,boin12,0.2,0.3
12,2,1,45.3299999999996,64.152,34.5868333333313,51.6474999999997,1.908,5.11216666666678,39.1100000000002,2.38799999999998,boin12,0.2,0.3
18,2,1,47.979999999999,67.2800000000005,37.5562222222214,54.4825555555562,3,4.07488888888905,36.8560000000004,1.76199999999999,boin12,0.2,0.3
12,1,1,44.2479999999992,58.931999999999,36.8816666666644,51.7901666666652,1.472,4.91466666666672,47.6859999999991,0.722,ji3,0.2,0.3
18,1,1,46.4639999999991,61.7999999999989,39.7316666666663,54.9926666666669,2.01,4.36577777777786,45.8239999999995,0.446,ji3,0.2,0.3
12,2,1,43.7399999999998,59.8719999999999,36.1719999999979,51.8115,1.482,5.09733333333339,48.209999999999,1.68799999999999,ji3,0.2,0.3
18,2,1,45.8419999999994,62.9379999999997,38.7816666666664,55.7395555555577,2,4.48233333333342,46.6179999999993,1.21,ji3,0.2,0.3
12,1,1,43.0959999999992,57.3819999999997,35.1308333333314,48.3686666666652,2.622,2.67783333333334,50.1459999999994,0.558,printe,0.2,0.3
18,1,1,45.1259999999992,59.9899999999996,37.9418888888885,51.7442222222226,3.428,2.53466666666669,48.331999999999,0.406,printe,0.2,0.3
12,2,1,42.7599999999996,57.9240000000005,34.6271666666647,47.886,2.636,2.72283333333334,50.6619999999993,1.438,printe,0.2,0.3
18,2,1,44.9599999999995,60.6980000000002,37.281444444444,51.7604444444464,3.23,2.55222222222225,48.7939999999989,1.118,printe,0.2,0.3
12,1,1,43.1919999999993,57.1220000000002,35.6818333333314,48.6943333333322,3.304,1.97966666666666,48.9760000000004,0.594,stein,0.2,0.3
18,1,1,45.6219999999993,60.2360000000002,38.6309999999998,52.3755555555565,4.626,1.76233333333334,46.3600000000002,0.382,stein,0.2,0.3
12,2,1,42.5219999999993,56.0900000000009,34.6818333333315,46.4208333333336,3.196,2.02483333333333,50.3840000000003,1.208,stein,0.2,0.3
18,2,1,44.825999999999,58.8940000000011,37.3308888888887,49.7812222222245,4.398,1.77922222222224,48.0860000000001,1.03,stein,0.2,0.3
12,1,1,46.1439999999994,59.6439999999997,36.9781666666649,50.3171666666655,2.098,3.0321666666667,41.0859999999999,0.74,utpi,0.2,0.4
18,1,1,49.1599999999993,62.9599999999997,40.1326666666663,53.7333333333341,2.74,2.6176666666667,41.8879999999999,0.574,utpi,0.2,0.4
12,2,1,43.8499999999992,58.7140000000008,35.8376666666646,49.0823333333333,1.956,2.87733333333336,50.064,1.70399999999999,utpi,0.2,0.4
18,2,1,46.2859999999991,61.1240000000006,38.7544444444443,52.7007777777799,2.518,2.58511111111115,47.7399999999997,1.226,utpi,0.2,0.4
12,1,1,45.1179999999995,58.3899999999996,37.5023333333311,50.5793333333316,2.206,3.03683333333336,47.8919999999993,0.66,boinet,0.2,0.4
18,1,1,47.0219999999993,60.5479999999993,40.336888888889,53.4784444444451,2.976,2.82388888888893,45.7639999999995,0.442,boinet,0.2,0.4
12,2,1,44.2039999999995,59.3920000000002,36.0953333333312,49.9365,2.084,3.28583333333337,49.3419999999993,1.91599999999999,boinet,0.2,0.4
18,2,1,46.0459999999993,61.75,38.632222222222,53.4962222222245,2.932,2.97688888888894,47.5559999999991,1.402,boinet,0.2,0.4
12,1,1,42.437999999999,56.5539999999992,27.1663333333314,39.9483333333314,3.754,4.80750000000003,55.6479999999975,0.618,tepi,0.2,0.4
18,1,1,45.6539999999989,60.1959999999986,29.4254444444426,42.2427777777768,4.348,5.20344444444456,53.7419999999982,0.428,tepi,0.2,0.4
12,2,1,42.3019999999998,59.9860000000001,28.5126666666648,47.8336666666652,3.376,4.69983333333338,53.113999999998,2.03199999999999,tepi,0.2,0.4
18,2,1,45.4199999999996,64.1879999999998,30.9208888888871,52.5844444444447,4.156,5.21933333333345,51.1259999999987,1.53,tepi,0.2,0.4
12,1,1,45.2519999999992,59.2159999999997,34.8488333333316,48.2553333333321,2.656,2.96416666666671,42.874,0.906,boin12,0.2,0.4
18,1,1,48.8239999999989,63.2639999999999,38.0063333333339,51.5283333333335,3.946,2.46788888888896,39.182,0.746,boin12,0.2,0.4
12,2,1,44.6739999999997,63.3860000000001,33.9443333333315,49.9681666666666,2.416,3.94766666666676,41.3800000000001,2.55399999999998,boin12,0.2,0.4
18,2,1,47.3019999999992,66.6800000000004,36.8995555555551,53.2137777777787,3.202,3.44811111111122,38.0939999999999,2.08399999999999,boin12,0.2,0.4
12,1,1,45.7199999999992,59.1859999999988,37.2139999999979,50.9914999999983,1.708,4.76966666666669,46.5399999999993,0.766,ji3,0.2,0.4
18,1,1,47.8139999999992,61.6119999999989,40.0438888888888,53.7437777777782,2.22,4.37144444444451,44.5599999999997,0.49,ji3,0.2,0.4
12,2,1,44.9159999999996,61.3659999999993,35.9503333333312,51.7093333333333,1.69,5.06350000000003,47.4699999999991,2.22399999999998,ji3,0.2,0.4
18,2,1,46.7919999999993,63.6019999999997,38.7814444444443,55.2631111111134,2.138,4.57966666666674,45.1939999999996,1.64399999999999,ji3,0.2,0.4
12,1,1,44.9799999999994,58.3359999999994,36.7981666666645,49.8673333333316,2.002,3.39050000000003,48.225999999999,0.648,printe,0.2,0.4
18,1,1,47.0419999999993,60.8279999999993,39.3838888888888,52.5035555555559,2.542,3.15144444444449,46.0579999999994,0.374,printe,0.2,0.4
12,2,1,44.2019999999997,59.864,35.5488333333312,49.8083333333333,1.944,3.5806666666667,49.2059999999988,1.94799999999999,printe,0.2,0.4
18,2,1,46.0819999999994,62.3959999999999,38.1076666666665,53.4240000000022,2.502,3.29300000000005,46.9239999999993,1.538,printe,0.2,0.4
12,1,1,44.9379999999995,58.0839999999997,37.3621666666646,50.2463333333319,3.046,2.61900000000002,46.886,0.614,stein,0.2,0.4
18,1,1,47.1759999999994,60.7139999999997,40.1962222222221,53.2176666666674,4.254,2.22755555555558,43.832,0.368,stein,0.2,0.4
